Returned,OrderID,Region
Yes,IT-2014-DB1312091-41894,WesternEurope
Yes,IT-2015-DB13555139-42063,NorthernEurope
Yes,CA-2012-DB13360140-41231,WesternUS
Yes,CA-2013-NW18400140-41599,WesternUS
Yes,MX-2013-TB2128039-41278,CentralAmerica
Yes,ES-2012-JC1577548-41195,WesternEurope
Yes,ES-2012-KB162408-41191,WesternEurope
Yes,IN-2014-VF2171527-41819,EasternAsia
Yes,MO-2015-AB60086-42173,NorthAfrica
Yes,ID-2012-LH1715592-41091,Oceania
Yes,ES-2014-BP11230139-41970,NorthernEurope
Yes,IN-2015-DF1313559-42360,SoutheasternAsia
Yes,ES-2015-DK13375139-42082,NorthernEurope
Yes,US-2015-RM197505-42122,SouthAmerica
Yes,CA-2015-EH14125140-42035,WesternUS
Yes,IN-2013-DR12880144-41384,SoutheasternAsia
Yes,IN-2015-RH196007-42179,Oceania
Yes,ES-2015-JW152208-42033,WesternEurope
Yes,CA-2013-GB14530140-41583,SouthernUS
Yes,IN-2015-NK1849058-42154,SouthernAsia
Yes,CA-2015-TD20995140-42118,EasternUS
Yes,MX-2014-JR1570039-41955,CentralAmerica
Yes,ID-2014-TB21280130-41884,SoutheasternAsia
Yes,NG-2013-NB858094-41469,WesternAfrica
Yes,CA-2015-EP13915140-42316,EasternUS
Yes,ID-2015-JC1538592-42039,Oceania
Yes,ES-2014-AH10585139-41920,NorthernEurope
Yes,MX-2015-CR1273051-42262,CentralAmerica
Yes,ES-2012-AB1016545-40957,WesternEurope
Yes,ES-2014-AG1039045-41685,WesternEurope
Yes,GG-2012-BS159047-41184,WesternAsia
Yes,IN-2014-DW131957-41982,Oceania
Yes,IT-2014-BS1166562-41864,NorthernEurope
Yes,IN-2013-MY1738058-41545,SouthernAsia
Yes,MX-2012-KD1634518-40977,SouthAmerica
Yes,IT-2013-CA1205591-41545,WesternEurope
Yes,CA-2013-NF847523-41549,WesternCanada
Yes,CA-2015-SG20605140-42120,WesternUS
Yes,US-2015-FW1439518-42306,SouthAmerica
Yes,SG-2015-BE1410111-42348,WesternAfrica
Yes,CA-2015-LT17110140-42335,EasternUS
Yes,US-2013-AB10105101-41446,SouthAmerica
Yes,SO-2014-GM4455116-41984,EasternAfrica
Yes,ES-2015-NH1861048-42299,WesternEurope
Yes,CA-2013-AH10690140-41639,CentralUS
Yes,ML-2013-GW460579-41403,WesternAfrica
Yes,PL-2013-JF5190103-41443,EasternEurope
Yes,ID-2013-TC2114527-41594,EasternAsia
Yes,CA-2013-ES14020140-41384,CentralUS
Yes,IN-2012-SC2057559-41146,SoutheasternAsia
Yes,CA-2013-SJ20215140-41461,WesternUS
Yes,ES-2015-PC1900045-42227,WesternEurope
Yes,US-2013-KA1652582-41360,CentralAmerica
Yes,IZ-2015-JM525061-42235,WesternAsia
Yes,MA-2012-TZ1144577-41037,EasternAfrica
Yes,US-2013-CD1198055-41594,CentralAmerica
Yes,IT-2015-JK1609048-42097,WesternEurope
Yes,ES-2013-CS1225048-41579,WesternEurope
Yes,CA-2014-BC11125140-41846,WesternUS
Yes,MX-2015-CM1211528-42296,SouthAmerica
Yes,ES-2015-AM10705120-42213,SouthernEurope
Yes,US-2013-LB1679555-41462,CentralAmerica
Yes,CA-2012-KN16390140-41244,EasternUS
Yes,MO-2015-LA678086-42168,NorthAfrica
Yes,CA-2015-GM14455140-42353,CentralUS
Yes,ES-2012-DM1295548-41100,WesternEurope
Yes,MX-2012-DM1301593-40971,CentralAmerica
Yes,IN-2014-HM1486092-41679,Oceania
Yes,ID-2015-SS205907-42361,Oceania
Yes,IT-2013-GT14710125-41392,WesternEurope
Yes,ID-2015-MG1768092-42032,Oceania
Yes,IN-2015-VP2173058-42024,SouthernAsia
Yes,ES-2013-HG14965120-41571,SouthernEurope
Yes,IR-2012-JF529560-40988,SouthernAsia
Yes,US-2014-KD16495140-41976,WesternUS
Yes,MX-2015-FG142605-42318,SouthAmerica
Yes,ES-2012-SV20365120-41132,SouthernEurope
Yes,US-2014-DL12925101-41646,SouthAmerica
Yes,NI-2012-DV304595-41121,WesternAfrica
Yes,ES-2013-GT1475545-41597,WesternEurope
Yes,ID-2014-CK1220527-41948,EasternAsia
Yes,ES-2013-PB18805120-41591,SouthernEurope
Yes,EG-2012-MC727538-41130,NorthAfrica
Yes,IN-2013-AM1070527-41535,EasternAsia
Yes,ES-2012-JH16180139-41090,NorthernEurope
Yes,ID-2013-TM210107-41492,Oceania
Yes,ID-2015-CJ1187597-42147,SouthernAsia
Yes,ES-2014-TS2116045-41817,WesternEurope
Yes,CA-2014-ES14080140-41737,EasternUS
Yes,US-2015-GT1471055-42299,CentralAmerica
Yes,IN-2014-PW1903058-41999,SouthernAsia
Yes,ID-2012-NB1858092-41241,Oceania
Yes,IN-2014-TS211607-41875,Oceania
Yes,IN-2013-RH195107-41573,Oceania
Yes,US-2015-JH1543055-42328,CentralAmerica
Yes,US-2014-PK19075140-41907,EasternUS
Yes,IN-2013-MG176957-41542,Oceania
Yes,IR-2013-PK891060-41342,SouthernAsia
Yes,MX-2014-ML1775593-41795,CentralAmerica
Yes,IT-2014-VP2173048-41990,WesternEurope
Yes,CA-2013-LS17245140-41629,SouthernUS
Yes,ES-2012-BM1178545-41144,WesternEurope
Yes,PL-2012-LL6840103-41137,EasternEurope
Yes,IN-2014-SC205757-41662,Oceania
Yes,CA-2012-RP19270140-41200,WesternUS
Yes,SF-2013-KN6390117-41614,SouthernAfrica
Yes,MX-2015-DA1345051-42180,CentralAmerica
Yes,CA-2013-BM11575140-41532,EasternUS
Yes,CA-2015-JC16105140-42301,EasternUS
Yes,NI-2012-SP1086095-41090,WesternAfrica
Yes,IT-2012-RS1987091-41200,WesternEurope
Yes,CA-2013-SM20950140-41627,CentralUS
Yes,ES-2014-AS1009045-41885,WesternEurope
Yes,MX-2014-SK1999082-41922,CentralAmerica
Yes,IT-2013-VW2177545-41580,WesternEurope
Yes,ES-2012-AI1085548-41187,WesternEurope
Yes,CA-2014-NZ18565140-41964,EasternUS
Yes,ES-2015-ES1402045-42032,WesternEurope
Yes,SA-2012-LC6870110-41121,WesternAsia
Yes,ES-2012-KN16705120-41257,SouthernEurope
Yes,TU-2015-EN3780134-42164,WesternAsia
Yes,CA-2013-MS17365140-41632,WesternUS
Yes,MX-2013-JC1538528-41574,SouthAmerica
Yes,RW-2015-BG1740109-42353,EasternAfrica
Yes,MX-2015-EL1373536-42278,Caribbean
Yes,ES-2012-JK1564048-41191,WesternEurope
Yes,IN-2015-JH159857-42221,Oceania
Yes,CA-2012-ML17395140-41194,EasternUS
Yes,IR-2013-CM193560-41296,SouthernAsia
Yes,MX-2015-BD1172537-42330,SouthAmerica
Yes,ES-2013-BE1133564-41387,SouthernEurope
Yes,IT-2015-Dl1360048-42209,WesternEurope
Yes,CA-2012-RB19435140-41236,CentralUS
Yes,IR-2015-JD615060-42186,SouthernAsia
Yes,ID-2014-AG1076527-41872,EasternAsia
Yes,MX-2013-JM156555-41549,SouthAmerica
Yes,IT-2013-DK1298564-41618,SouthernEurope
Yes,US-2014-MH1811554-41900,Caribbean
Yes,IN-2013-MS17710113-41495,SoutheasternAsia
Yes,ID-2014-KB16600144-41986,SoutheasternAsia
Yes,ES-2014-SC2002045-41790,WesternEurope
Yes,CA-2012-LE16810140-41258,SouthernUS
Yes,CA-2015-DM13345140-42347,WesternUS
Yes,CA-2014-BC11125140-41864,EasternUS
Yes,IN-2013-NP186707-41474,Oceania
Yes,TU-2014-JW5220134-41755,WesternAsia
Yes,CA-2014-RD19810140-41798,EasternUS
Yes,IN-2015-JD1589558-42288,SouthernAsia
Yes,US-2014-VM21835140-41772,WesternUS
Yes,MX-2013-EH1412555-41276,CentralAmerica
Yes,EZ-2012-PS904532-41150,EasternEurope
Yes,CA-2013-JD15895140-41620,WesternUS
Yes,CA-2014-BD11620140-41707,EasternUS
Yes,CA-2014-JH15985140-41888,WesternUS
Yes,ES-2015-PO18850139-42264,NorthernEurope
Yes,CG-2015-PV898533-42225,CentralAfrica
Yes,MX-2013-CD1279082-41521,CentralAmerica
Yes,US-2012-DK1283536-40939,Caribbean
Yes,SF-2013-PF9165117-41490,SouthernAfrica
Yes,MX-2014-ES1402082-41929,CentralAmerica
Yes,IT-2015-RB19570120-42181,SouthernEurope
Yes,CA-2014-TZ1144523-41985,EasternCanada
Yes,RS-2015-BP1230108-42132,EasternEurope
Yes,CA-2015-SR20425140-42361,SouthernUS
Yes,CA-2013-JK16120140-41551,EasternUS
Yes,IN-2014-LM1706566-41893,EasternAsia
Yes,CA-2014-ON18715140-41710,CentralUS
Yes,US-2014-RB19570140-41886,CentralUS
Yes,MX-2014-TG216405-41952,SouthAmerica
Yes,US-2015-LR1691518-42180,SouthAmerica
Yes,NI-2015-MK790595-42144,WesternAfrica
Yes,UP-2014-LL6840137-41670,EasternEurope
Yes,ES-2015-LT1711045-42025,WesternEurope
Yes,TU-2012-FG4260134-41177,WesternAsia
Yes,IT-2014-AT1043591-41795,WesternEurope
Yes,CA-2015-JF15415140-42367,EasternUS
Yes,IT-2012-RD19930120-41222,SouthernEurope
Yes,IR-2014-BD162060-41820,SouthernAsia
Yes,ES-2015-CM1223545-42327,WesternEurope
Yes,MX-2015-MS1798028-42300,SouthAmerica
Yes,UP-2015-RK9300137-42341,EasternEurope
Yes,CA-2015-MA17560140-42298,EasternUS
Yes,US-2013-HD1478555-41565,CentralAmerica
Yes,MX-2013-BS1136536-41595,Caribbean
Yes,CA-2012-RH19495140-41143,EasternUS
Yes,ET-2014-SV1081543-41814,EasternAfrica
Yes,MX-2013-AP1091536-41528,Caribbean
Yes,MX-2015-RH1951082-42262,CentralAmerica
Yes,CA-2013-JC16105140-41520,SouthernUS
Yes,ES-2012-MP1817564-41187,SouthernEurope
Yes,US-2013-RR19525140-41613,SouthernUS
Yes,ES-2013-GT14710139-41614,NorthernEurope
Yes,EK-2014-EP391540-41947,CentralAfrica
Yes,ID-2012-TC2129527-41137,EasternAsia
Yes,MX-2014-TM2149039-41923,CentralAmerica
Yes,TU-2015-EB3840134-42326,WesternAsia
Yes,MX-2013-DW1348051-41548,CentralAmerica
Yes,US-2014-GK14620101-41744,SouthAmerica
Yes,MX-2012-PF1912028-41059,SouthAmerica
Yes,IZ-2013-GZ454561-41314,WesternAsia
Yes,CA-2015-SC20380140-42039,SouthernUS
Yes,IN-2015-BS11590102-42287,SoutheasternAsia
Yes,MX-2012-MF1766582-41174,CentralAmerica
Yes,TU-2015-CS1860134-42042,WesternAsia
Yes,MX-2013-SS2059093-41565,CentralAmerica
Yes,MX-2015-PR1888018-42153,SouthAmerica
Yes,PL-2014-BM1650103-41888,EasternEurope
Yes,CA-2015-DK13090140-42279,CentralUS
Yes,ID-2014-RB19330102-41767,SoutheasternAsia
Yes,MX-2013-RW1963082-41528,CentralAmerica
Yes,IT-2012-BD1172591-40992,WesternEurope
Yes,TU-2015-SW10350134-42024,WesternAsia
Yes,US-2014-SG2008055-41769,CentralAmerica
Yes,ES-2012-AR104058-41127,WesternEurope
Yes,CG-2015-DW358533-42341,CentralAfrica
Yes,CA-2012-HP14815140-41236,SouthernUS
Yes,ID-2013-AS1022559-41392,SoutheasternAsia
Yes,PL-2015-ML8265103-42252,EasternEurope
Yes,ES-2014-BD1132048-41992,WesternEurope
Yes,CA-2015-JH15430140-42329,SouthernUS
Yes,CA-2015-NG18355140-42235,EasternUS
Yes,MX-2012-MM1805531-40978,Caribbean
Yes,ES-2013-EH14125120-41573,SouthernEurope
Yes,ES-2015-BM1157545-42276,WesternEurope
Yes,ES-2015-CB1202545-42041,WesternEurope
Yes,IT-2014-AP1091564-41896,SouthernEurope
Yes,ES-2012-AG1049564-41254,SouthernEurope
Yes,ID-2013-GZ14545130-41605,SoutheasternAsia
Yes,IN-2015-LH171557-42294,Oceania
Yes,US-2015-PN18775140-42339,SouthernUS
Yes,ID-2015-GD1459092-42144,Oceania
Yes,IN-2014-IM1507058-41812,SouthernAsia
Yes,US-2012-JW1595555-41073,CentralAmerica
Yes,MX-2014-AG1076539-41887,CentralAmerica
Yes,ES-2015-LD1685548-42185,WesternEurope
Yes,US-2012-CW1190536-41241,Caribbean
Yes,ID-2015-GM1445592-42334,Oceania
Yes,EG-2013-VG1179038-41590,NorthAfrica
Yes,CA-2015-PN18775140-42120,SouthernUS
Yes,ID-2012-RB193307-41261,Oceania
Yes,CA-2015-AG10675140-42272,SouthernUS
Yes,EN-2015-MC760542-42174,NorthernEurope
Yes,US-2014-MG1814555-41928,CentralAmerica
Yes,CA-2015-RB19795140-42138,WesternUS
Yes,IR-2014-DL286560-41950,SouthernAsia
Yes,CA-2015-PK19075140-42316,EasternUS
Yes,ES-2014-EJ1415545-41901,WesternEurope
Yes,ES-2014-EB1397564-41814,SouthernEurope
Yes,MX-2012-JL1517582-41163,CentralAmerica
Yes,ES-2014-CP12340120-41738,SouthernEurope
Yes,US-2015-SC2084582-42125,CentralAmerica
Yes,TU-2013-AH585134-41367,WesternAsia
Yes,CA-2014-BM11575140-41964,WesternUS
Yes,SI-2014-TC10980115-41955,SouthernEurope
Yes,ES-2012-VG2180548-41175,WesternEurope
Yes,MX-2014-Dp1324082-41960,CentralAmerica
Yes,IN-2015-MH1744027-42025,EasternAsia
Yes,IN-2015-TW2102578-42063,SoutheasternAsia
Yes,IT-2015-FO1430564-42342,SouthernEurope
Yes,BO-2015-MS798013-42091,EasternEurope
Yes,CA-2012-ZC21910140-41271,CentralUS
Yes,ES-2012-AJ1094545-41239,WesternEurope
Yes,US-2015-RL19615140-42147,WesternUS
Yes,NI-2012-SN1056095-41065,WesternAfrica
Yes,CA-2014-EH13945140-41655,WesternUS
Yes,MX-2013-JP1552082-41440,CentralAmerica
Yes,IN-2015-CR126257-42046,Oceania
Yes,IN-2014-OT187307-41944,Oceania
Yes,MX-2013-MC1759039-41577,CentralAmerica
Yes,MX-2012-BF1127582-41039,CentralAmerica
Yes,TU-2014-EG3900134-41794,WesternAsia
Yes,CA-2013-TC21535140-41536,SouthernUS
Yes,US-2015-EB1397518-42304,SouthAmerica
Yes,ES-2015-JK1564064-42297,SouthernEurope
Yes,EG-2015-RM937538-42360,NorthAfrica
Yes,MX-2014-PO1886593-41642,CentralAmerica
Yes,SA-2015-BB990110-42291,WesternAsia
Yes,US-2012-TS2108536-41070,Caribbean
Yes,EG-2013-FA423038-41534,NorthAfrica
Yes,ES-2013-SC20305139-41480,NorthernEurope
Yes,CA-2013-BP11095140-41481,WesternUS
Yes,MO-2013-JW607586-41520,NorthAfrica
Yes,ID-2015-NP18685102-42224,SoutheasternAsia
Yes,ES-2015-JC16105139-42173,NorthernEurope
Yes,US-2015-RH1955518-42079,SouthAmerica
Yes,CA-2014-WB21850140-41654,EasternUS
Yes,IN-2013-SW202757-41585,Oceania
Yes,MX-2013-SC2077018-41329,SouthAmerica
Yes,CA-2015-HM14980140-42122,WesternUS
Yes,IR-2012-DV304560-40929,SouthernAsia
Yes,MX-2013-EJ1415516-41465,SouthAmerica
Yes,CA-2012-EJ13720140-41258,CentralUS
Yes,CA-2015-SC20305140-42245,CentralUS
Yes,IS-2013-MY829563-41460,WesternAsia
Yes,ID-2015-LS172007-42133,Oceania
Yes,MX-2012-BT1130582-41158,CentralAmerica
Yes,ES-2015-CL1189064-42356,SouthernEurope
Yes,CA-2014-JG15160140-41910,SouthernUS
Yes,ID-2014-MP1747059-41709,SoutheasternAsia
Yes,SA-2013-GM4680110-41328,WesternAsia
Yes,MX-2012-TZ2158093-40955,CentralAmerica
Yes,CA-2012-RB19645140-41143,WesternUS
Yes,CA-2012-IM15055140-40932,WesternUS
Yes,IN-2015-BK1126027-42341,EasternAsia
Yes,US-2015-DB1355598-42119,CentralAmerica
Yes,MX-2012-AW1093031-40912,Caribbean
Yes,MX-2014-HE1480082-41851,CentralAmerica
Yes,US-2013-ON18715140-41411,CentralUS
Yes,MX-2012-AH1046539-41185,CentralAmerica
Yes,TU-2012-FH4365134-41121,WesternAsia
Yes,ID-2013-RW1954097-41476,SouthernAsia
Yes,CA-2014-AM10360140-41837,CentralUS
Yes,CA-2013-FC14335140-41409,EasternUS
Yes,IN-2015-IG1508566-42228,EasternAsia
Yes,IT-2014-EK1379591-41771,WesternEurope
Yes,ID-2015-TC2129559-42223,SoutheasternAsia
Yes,CA-2014-BD11620140-41999,EasternUS
Yes,CA-2014-RD19900140-41960,WesternUS
Yes,ID-2012-TH21100118-41125,EasternAsia
Yes,IZ-2014-CA205561-41816,WesternAsia
Yes,CA-2013-TC21475140-41391,WesternUS
Yes,AG-2014-RD95853-41712,NorthAfrica
Yes,ID-2012-JE1574559-41234,SoutheasternAsia
Yes,CA-2014-TS21160140-41702,WesternUS
Yes,MX-2015-DK1289526-42090,SouthAmerica
Yes,CA-2013-GB14530140-41528,WesternUS
Yes,IN-2015-RD1948011-42109,SouthernAsia
Yes,ID-2015-RM197507-42129,Oceania
Yes,US-2013-PT1909018-41418,SouthAmerica
Yes,CA-2014-AS10045140-41727,SouthernUS
Yes,ES-2013-CS1246064-41368,SouthernEurope
Yes,MX-2015-SZ2003536-42216,Caribbean
Yes,SF-2013-BD1620117-41376,SouthernAfrica
Yes,TU-2013-DL2925134-41534,WesternAsia
Yes,IN-2015-DB13660102-42089,SoutheasternAsia
Yes,MX-2015-KC1625582-42259,CentralAmerica
Yes,EG-2014-SB1018538-41944,NorthAfrica
Yes,ES-2015-NM18445139-42218,NorthernEurope
Yes,CM-2012-SC1068022-41009,CentralAfrica
Yes,CA-2014-TB21280140-41786,EasternUS
Yes,ES-2012-AB1060064-40927,SouthernEurope
Yes,MX-2013-JC1534082-41392,CentralAmerica
Yes,MX-2014-CG1204031-41977,Caribbean
Yes,UP-2014-CR2580137-41922,EasternEurope
Yes,NI-2015-JG516095-42235,WesternAfrica
Yes,MX-2014-HP1481582-41709,CentralAmerica
Yes,IN-2015-DK1289559-42281,SoutheasternAsia
Yes,ES-2014-SJ2021548-41998,WesternEurope
Yes,IN-2014-BS1159027-42000,EasternAsia
Yes,US-2013-GM14500101-41366,SouthAmerica
Yes,IN-2013-KM1666059-41574,SoutheasternAsia
Yes,ID-2014-RP1927059-41918,SoutheasternAsia
Yes,IN-2015-AS102857-42217,Oceania
Yes,US-2013-EJ1372018-41628,SouthAmerica
Yes,IN-2015-CR128207-42270,Oceania
Yes,US-2014-FO14305140-41944,SouthernUS
Yes,SF-2012-CC2685117-41263,SouthernAfrica
Yes,IT-2012-NF18385139-41237,NorthernEurope
Yes,CA-2015-EB13705140-42321,EasternUS
Yes,US-2014-JE1574555-41971,CentralAmerica
Yes,ES-2013-TB2162548-41374,WesternEurope
Yes,CA-2015-JS594023-42346,EasternCanada
Yes,IN-2015-MH1811592-42116,Oceania
Yes,US-2013-MA1799536-41346,Caribbean
Yes,IN-2012-JM15265144-41031,SoutheasternAsia
Yes,CA-2012-JG15115140-41189,SouthernUS
Yes,US-2015-CG1252055-42316,CentralAmerica
Yes,MX-2014-RR1931526-41951,SouthAmerica
Yes,CA-2014-CK12595140-41711,EasternUS
Yes,MX-2014-DM1295598-41807,CentralAmerica
Yes,MX-2012-BS1159039-41175,CentralAmerica
Yes,MX-2012-DS1318018-41081,SouthAmerica
Yes,TU-2015-CS2355134-42101,WesternAsia
Yes,ID-2014-EB1397559-41919,SoutheasternAsia
Yes,IN-2014-AC1061558-41808,SouthernAsia
Yes,EG-2012-NM844538-41002,NorthAfrica
Yes,ES-2014-RB1964545-41859,WesternEurope
Yes,IN-2015-MA17995121-42230,SouthernAsia
Yes,NI-2013-EH376595-41500,WesternAfrica
Yes,IR-2015-BD162060-42252,SouthernAsia
Yes,IN-2014-PB19210130-41872,SoutheasternAsia
Yes,IN-2015-AA1031558-42361,SouthernAsia
Yes,TZ-2015-BM1785129-42285,EasternAfrica
Yes,IV-2014-LC688529-41898,WesternAfrica
Yes,IN-2015-DL1292558-42167,SouthernAsia
Yes,EG-2015-NF838538-42060,NorthAfrica
Yes,CA-2014-ND18370140-41963,EasternUS
Yes,NI-2012-BM114095-41061,WesternAfrica
Yes,CA-2012-CM11815140-41226,CentralUS
Yes,ES-2015-CJ1201064-42323,SouthernEurope
Yes,IN-2015-MB180857-42172,Oceania
Yes,ES-2015-MJ1774045-42168,WesternEurope
Yes,ES-2015-HJ14875139-42013,NorthernEurope
Yes,CA-2012-CM11815140-41273,CentralUS
Yes,CA-2014-BT11680140-41751,EasternUS
Yes,IN-2012-GM1444027-41128,EasternAsia
Yes,IN-2015-DK12985144-42112,SoutheasternAsia
Yes,TU-2015-LP7080134-42185,WesternAsia
Yes,CA-2014-DP13390140-41784,EasternUS
Yes,US-2014-AJ1078018-41752,SouthAmerica
Yes,IT-2013-BW11065139-41370,NorthernEurope
Yes,ES-2015-GG1465048-42245,WesternEurope
Yes,CA-2012-PB19150140-41254,SouthernUS
Yes,CA-2014-TT21265140-41915,EasternUS
Yes,IR-2012-SS1051560-41125,SouthernAsia
Yes,CA-2012-RA988523-41160,EasternCanada
Yes,US-2015-ME17320140-42322,CentralUS
Yes,US-2012-GH1442598-41140,CentralAmerica
Yes,ES-2013-EC1405048-41520,WesternEurope
Yes,US-2015-GZ14470140-42362,WesternUS
Yes,MX-2014-ML1741039-41935,CentralAmerica
Yes,MX-2012-DP1316582-41234,CentralAmerica
Yes,MX-2012-BD1163582-41249,CentralAmerica
Yes,MX-2015-CD1279080-42293,Caribbean
Yes,IN-2014-DW1319559-41730,SoutheasternAsia
Yes,IN-2015-JK1612058-42126,SouthernAsia
Yes,US-2014-AR104055-41906,SouthAmerica
Yes,NI-2015-JG516095-42353,WesternAfrica
Yes,US-2012-SC20260140-41165,CentralUS
Yes,CA-2012-CM12715140-41177,EasternUS
Yes,CA-2015-HM14860140-42221,WesternUS
Yes,IN-2015-DK1337566-42155,EasternAsia
Yes,CA-2013-KC16255140-41473,EasternUS
Yes,AL-2012-EM38252-41213,SouthernEurope
Yes,CA-2013-EH13945140-41465,WesternUS
Yes,ES-2012-MZ1751545-41262,WesternEurope
Yes,US-2014-LH1675055-41840,CentralAmerica
Yes,MX-2015-LA1678051-42286,CentralAmerica
Yes,ID-2014-LB167957-41829,Oceania
Yes,CA-2015-LW17215140-42348,CentralUS
Yes,ES-2015-AM10705120-42017,SouthernEurope
Yes,TU-2014-SD10485134-41771,WesternAsia
Yes,US-2012-AH1046536-41234,Caribbean
Yes,US-2012-DB1327036-41021,Caribbean
Yes,CA-2014-LS16945140-41912,EasternUS
Yes,MX-2015-QJ1925551-42255,CentralAmerica
Yes,ES-2015-AS1004564-42028,SouthernEurope
Yes,SG-2015-AG495111-42164,WesternAfrica
Yes,CA-2012-KC16675140-41255,SouthernUS
Yes,CA-2015-JB16045140-42362,EasternUS
Yes,ZA-2015-RC9960146-42257,EasternAfrica
Yes,ES-2012-TB21190139-40992,NorthernEurope
Yes,US-2013-GA1472598-41599,CentralAmerica
Yes,US-2013-TS2134055-41356,CentralAmerica
Yes,CA-2015-EH13765140-42027,CentralUS
Yes,TU-2015-SC10050134-42216,WesternAsia
Yes,CA-2014-CY12745140-41867,WesternUS
Yes,KG-2015-FO430570-42318,CentralAsia
Yes,GH-2015-KD661549-42183,WesternAfrica
Yes,IT-2015-DK12895124-42312,NorthernEurope
Yes,CA-2013-DP13165140-41557,CentralUS
Yes,CA-2015-SP20860140-42276,SouthernUS
Yes,IN-2015-RH1949559-42257,SoutheasternAsia
Yes,CA-2013-BN11470140-41380,EasternUS
Yes,NI-2013-EH412595-41541,WesternAfrica
Yes,ID-2013-PB18805130-41421,SoutheasternAsia
Yes,TU-2015-SV10785134-42340,WesternAsia
Yes,US-2014-DJ1363018-41963,SouthAmerica
Yes,US-2015-JE15610140-42321,WesternUS
Yes,ID-2014-RH1949559-41984,SoutheasternAsia
Yes,IN-2014-AJ109457-41793,Oceania
Yes,CA-2012-LT16765140-41152,WesternUS
Yes,IN-2012-ST2053058-41058,SouthernAsia
Yes,CA-2012-PJ19015140-41005,SouthernUS
Yes,MX-2014-DK1298518-41740,SouthAmerica
Yes,ID-2014-SC2026092-41894,Oceania
Yes,UP-2013-DL2925137-41299,EasternEurope
Yes,AE-2014-MY7380138-42004,WesternAsia
Yes,ES-2015-LS1723045-42159,WesternEurope
Yes,TU-2014-MY8295134-41860,WesternAsia
Yes,MX-2014-KN1639082-41907,CentralAmerica
Yes,IT-2013-CA12310139-41538,NorthernEurope
Yes,CA-2014-LF17185140-41933,EasternUS
Yes,CA-2015-SJ20125140-42105,EasternUS
Yes,US-2013-DR12940140-41635,CentralUS
Yes,TU-2014-TC11145134-41656,WesternAsia
Yes,MX-2012-RE1940539-41195,CentralAmerica
Yes,ES-2013-ME1772545-41370,WesternEurope
Yes,CA-2013-MS17830140-41478,EasternUS
Yes,IN-2015-DB13405144-42341,SoutheasternAsia
Yes,US-2015-SC20050140-42278,CentralUS
Yes,IN-2014-DM1301527-41919,EasternAsia
Yes,CA-2014-DL13330140-41941,EasternUS
Yes,MX-2012-AH1012082-41226,CentralAmerica
Yes,NG-2015-JC577594-42260,WesternAfrica
Yes,CA-2014-MG17890140-41703,WesternUS
Yes,EG-2014-CS186038-41690,NorthAfrica
Yes,US-2012-KT16465140-41168,SouthernUS
Yes,NI-2013-DB321095-41521,WesternAfrica
Yes,CA-2013-PS19045140-41438,EasternUS
Yes,TU-2015-AG675134-42099,WesternAsia
Yes,US-2015-SH1997555-42052,CentralAmerica
Yes,IT-2014-DO1364591-41870,WesternEurope
Yes,ES-2013-BF1100591-41501,WesternEurope
Yes,US-2012-JA1597055-41237,CentralAmerica
Yes,TU-2013-CR2730134-41324,WesternAsia
Yes,RO-2015-SA10830107-42012,EasternEurope
Yes,MX-2015-NF1859539-42209,CentralAmerica
Yes,NI-2014-JK562595-41779,WesternAfrica
Yes,MX-2015-SP2092055-42363,CentralAmerica
Yes,MX-2014-EH1418518-41915,SouthAmerica
Yes,MX-2014-KL1664593-41733,CentralAmerica
Yes,NI-2015-BP105095-42249,WesternAfrica
Yes,CA-2015-ML17410140-42025,CentralUS
Yes,IN-2015-AH1069027-42181,EasternAsia
Yes,IN-2015-BE1141027-42249,EasternAsia
Yes,TU-2015-JD6015134-42327,WesternAsia
Yes,IN-2013-AS1028558-41354,SouthernAsia
Yes,US-2012-GR1456054-41082,Caribbean
Yes,CA-2014-AB10255140-41936,WesternUS
Yes,BN-2014-KB631515-41904,WesternAfrica
Yes,CA-2015-BD11725140-42276,WesternUS
Yes,KZ-2012-PR888068-41144,CentralAsia
Yes,CA-2015-SC20575140-42236,CentralUS
Yes,CA-2015-GK14620140-42257,CentralUS
Yes,ZA-2015-MN7935147-42339,EasternAfrica
Yes,ES-2012-AA1064564-41268,SouthernEurope
Yes,IN-2015-MO178007-42363,Oceania
Yes,CA-2013-AI10855140-41628,WesternUS
Yes,ES-2015-WB21850139-42248,NorthernEurope
Yes,AG-2014-CM21603-41755,NorthAfrica
Yes,IN-2012-RC198257-41167,Oceania
Yes,IN-2013-JM152657-41576,Oceania
Yes,TU-2012-PF9165134-41074,WesternAsia
Yes,US-2012-TH21235140-41216,WesternUS
Yes,US-2013-PF1916582-41445,CentralAmerica
Yes,CA-2015-AA10645140-42314,WesternUS
Yes,ES-2012-MO17950120-41137,SouthernEurope
Yes,ES-2013-PB1915034-41373,NorthernEurope
Yes,NI-2014-CG204095-41856,WesternAfrica
Yes,NI-2015-EB411095-42174,WesternAfrica
Yes,IN-2014-KD16345144-41768,SoutheasternAsia
Yes,IN-2015-LA16780102-42095,SoutheasternAsia
Yes,IN-2014-SE2011066-41772,EasternAsia
Yes,ES-2015-AS1024064-42297,SouthernEurope
Yes,ZA-2014-LS6945147-41672,EasternAfrica
Yes,TU-2014-SF10965134-41992,WesternAsia
